workerid,correct,condition,gameId,selected,orig_trialNum,orig_repNum,matcher_trialNum,matcher_repNum,target,original_pct_correct,message_history,selection_history,correctness_history,target_history,message
4997,TRUE,limited_feedback_random,x8BXJBHh3RxchPoHv,G,64,5,24,2,G,1,"[[{""role"":""describer"",""text"":""almost like a swaddled baby"",""message_number"":1},{""role"":""describer"",""text"":""slight protrusion of a foot on the right"",""message_number"":2},{""role"":""matcher"",""text"":""facing right"",""message_number"":3},{""role"":""describer"",""text"":""no arms visible"",""message_number"":4},{""role"":""matcher"",""text"":""otherwise kneeling without arms or legs"",""message_number"":5}],[{""role"":""describer"",""text"":""it's like a man sitting on the ground"",""message_number"":1},{""role"":""describer"",""text"":""he is facing to the left of the screen"",""message_number"":2},{""role"":""matcher"",""text"":""are his knees up"",""message_number"":3}]]","[""G"",""F""]","[false,true]","[""H"",""F""]","[{""role"":""describer"",""text"":""dancer emoji"",""message_number"":1}]"
4997,TRUE,limited_feedback_random,MEJ8y7jRW4947MPrH,L,24,2,25,2,L,1,[],[],[],[],"[{""role"":""describer"",""text"":""diamond head arms left knees bent"",""message_number"":1},{""role"":""describer"",""text"":""arms right sorry"",""message_number"":2},{""role"":""matcher"",""text"":""are his legs facing the ceiling or flat"",""message_number"":3},{""role"":""matcher"",""text"":""feet up or no"",""message_number"":4},{""role"":""matcher"",""text"":""it looks like they're doing a squat while holding a tray"",""message_number"":5},{""role"":""describer"",""text"":""knees bent to right under knees"",""message_number"":6},{""role"":""matcher"",""text"":""*tray"",""message_number"":7},{""role"":""describer"",""text"":""yes squat with the tray guy"",""message_number"":8},{""role"":""matcher"",""text"":""squat guy"",""message_number"":9},{""role"":""matcher"",""text"":""squat is a good one"",""message_number"":10},{""role"":""matcher"",""text"":""squat guy"",""message_number"":11}]"
4997,FALSE,limited_feedback_random,rSMFkjhskBteiyQMB,G,10,0,26,2,A,1,"[[{""role"":""describer"",""text"":""ice skating man"",""message_number"":1},{""role"":""describer"",""text"":""2 arms ahead"",""message_number"":2},{""role"":""describer"",""text"":""1 leg 90 degrees"",""message_number"":3}]]","[""I""]",[true],"[""I""]","[{""role"":""describer"",""text"":""This one looks like a person dancing They have one foot on the floor and another foot is raised"",""message_number"":1},{""role"":""matcher"",""text"":""is their head tilted back"",""message_number"":2},{""role"":""describer"",""text"":""their ears are made from a square shape"",""message_number"":3},{""role"":""describer"",""text"":""and then another 4 sided shape"",""message_number"":4},{""role"":""matcher"",""text"":""it's the last one we haven't selected"",""message_number"":5},{""role"":""matcher"",""text"":""it's the one with 2 heads almost"",""message_number"":6}]"
4997,TRUE,limited_feedback_random,LzNv7CD7gRuxpk7cQ,E,59,4,27,2,E,1,"[[{""role"":""describer"",""text"":""indian"",""message_number"":1}],[{""role"":""describer"",""text"":""man marching with flag over shoulder"",""message_number"":1}],[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}]]","[""E"",""A"",""I""]","[true,true,true]","[""E"",""A"",""I""]","[{""role"":""describer"",""text"":""indian"",""message_number"":1}]"
4997,TRUE,limited_feedback_random,rSMFkjhskBteiyQMB,K,40,3,28,2,K,1,"[[{""role"":""describer"",""text"":""ice skating man"",""message_number"":1},{""role"":""describer"",""text"":""2 arms ahead"",""message_number"":2},{""role"":""describer"",""text"":""1 leg 90 degrees"",""message_number"":3}],[{""role"":""describer"",""text"":""This one looks like a person dancing They have one foot on the floor and another foot is raised"",""message_number"":1},{""role"":""matcher"",""text"":""is their head tilted back"",""message_number"":2},{""role"":""describer"",""text"":""their ears are made from a square shape"",""message_number"":3},{""role"":""describer"",""text"":""and then another 4 sided shape"",""message_number"":4},{""role"":""matcher"",""text"":""it's the last one we haven't selected"",""message_number"":5},{""role"":""matcher"",""text"":""it's the one with 2 heads almost"",""message_number"":6}]]","[""I"",""G""]","[true,false]","[""I"",""A""]","[{""role"":""describer"",""text"":""top has two squares, connected at a point, one under the other The second square looks like its merging into the triangle"",""message_number"":1},{""role"":""matcher"",""text"":""kneeling speaker"",""message_number"":2},{""role"":""describer"",""text"":""the last speaker called it a kneeling speaking man - NOT the one with bent knees"",""message_number"":3}]"
4997,TRUE,limited_feedback_random,x8BXJBHh3RxchPoHv,J,40,3,29,2,J,1,"[[{""role"":""describer"",""text"":""almost like a swaddled baby"",""message_number"":1},{""role"":""describer"",""text"":""slight protrusion of a foot on the right"",""message_number"":2},{""role"":""matcher"",""text"":""facing right"",""message_number"":3},{""role"":""describer"",""text"":""no arms visible"",""message_number"":4},{""role"":""matcher"",""text"":""otherwise kneeling without arms or legs"",""message_number"":5}],[{""role"":""describer"",""text"":""it's like a man sitting on the ground"",""message_number"":1},{""role"":""describer"",""text"":""he is facing to the left of the screen"",""message_number"":2},{""role"":""matcher"",""text"":""are his knees up"",""message_number"":3}],[{""role"":""describer"",""text"":""dancer emoji"",""message_number"":1}]]","[""G"",""F"",""G""]","[false,true,true]","[""H"",""F"",""G""]","[{""role"":""describer"",""text"":""blocky body arm to the right"",""message_number"":1}]"
4997,FALSE,limited_feedback_random,LzNv7CD7gRuxpk7cQ,L,62,5,30,2,D,1,"[[{""role"":""describer"",""text"":""indian"",""message_number"":1}],[{""role"":""describer"",""text"":""man marching with flag over shoulder"",""message_number"":1}],[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}],[{""role"":""describer"",""text"":""indian"",""message_number"":1}]]","[""E"",""A"",""I"",""E""]","[true,true,true,true]","[""E"",""A"",""I"",""E""]","[{""role"":""describer"",""text"":""book reader facing left"",""message_number"":1}]"
4997,TRUE,limited_feedback_random,LzNv7CD7gRuxpk7cQ,F,71,5,31,2,F,1,"[[{""role"":""describer"",""text"":""indian"",""message_number"":1}],[{""role"":""describer"",""text"":""man marching with flag over shoulder"",""message_number"":1}],[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}],[{""role"":""describer"",""text"":""indian"",""message_number"":1}],[{""role"":""describer"",""text"":""book reader facing left"",""message_number"":1}]]","[""E"",""A"",""I"",""E"",""L""]","[true,true,true,true,false]","[""E"",""A"",""I"",""E"",""D""]","[{""role"":""describer"",""text"":""sitting knees up"",""message_number"":1}]"
4997,TRUE,limited_feedback_random,Z2WAkYpWiXwuGcdME,C,55,4,32,2,C,1,"[[{""role"":""describer"",""text"":""looks like a rabbit lying down"",""message_number"":1},{""role"":""describer"",""text"":""facing right"",""message_number"":2},{""role"":""matcher"",""text"":""uhhh any hands"",""message_number"":3},{""role"":""describer"",""text"":""kind of triangular body"",""message_number"":4},{""role"":""describer"",""text"":""the two ears are triangles"",""message_number"":5},{""role"":""matcher"",""text"":""Is there a triangle on the leftmost side"",""message_number"":6},{""role"":""matcher"",""text"":""Looks like feet"",""message_number"":7},{""role"":""matcher"",""text"":""triangle*"",""message_number"":8},{""role"":""describer"",""text"":""not really but kind of on the right hand side"",""message_number"":9}],[{""role"":""describer"",""text"":""it kind of looks like someone with their arms in the air again but this time kneeling"",""message_number"":1},{""role"":""describer"",""text"":""and facing right I would say"",""message_number"":2}],[{""role"":""describer"",""text"":""karate"",""message_number"":1}]]","[""G"",""E"",""G""]","[false,false,false]","[""E"",""B"",""I""]","[{""role"":""describer"",""text"":""arm air stand"",""message_number"":1}]"
4997,TRUE,limited_feedback_random,LzNv7CD7gRuxpk7cQ,I,53,4,33,2,I,1,"[[{""role"":""describer"",""text"":""indian"",""message_number"":1}],[{""role"":""describer"",""text"":""man marching with flag over shoulder"",""message_number"":1}],[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}],[{""role"":""describer"",""text"":""indian"",""message_number"":1}],[{""role"":""describer"",""text"":""book reader facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""sitting knees up"",""message_number"":1}]]","[""E"",""A"",""I"",""E"",""L"",""F""]","[true,true,true,true,false,true]","[""E"",""A"",""I"",""E"",""D"",""F""]","[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}]"
4997,TRUE,limited_feedback_random,MDLyuv29jevaGLSeT,J,64,5,34,2,J,1,"[[{""role"":""describer"",""text"":""This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be"",""message_number"":1}],[{""role"":""describer"",""text"":""flying facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right"",""message_number"":1}],[{""role"":""describer"",""text"":""This person is hard to describe They look like they are facing right and praying with their arms extended in front of them"",""message_number"":1},{""role"":""describer"",""text"":""And kneeling"",""message_number"":2}]]","[""I"",""C"",""C"",""K""]","[false,true,true,true]","[""D"",""C"",""C"",""K""]","[{""role"":""describer"",""text"":""half a square facing right"",""message_number"":1}]"
4997,FALSE,limited_feedback_random,22dyGMRgestp8u5Lc,I,38,3,35,2,B,1,"[[{""role"":""describer"",""text"":""falling backwards, one leg up"",""message_number"":1}],[{""role"":""describer"",""text"":""half a bowl or pot with a triangle on top"",""message_number"":1}],[{""role"":""describer"",""text"":""sitting down, facing left, no arms visible"",""message_number"":1}],[{""role"":""describer"",""text"":""guy relaxing in park facing left arms not visible"",""message_number"":1}],[{""role"":""describer"",""text"":""falling backward (sorry) facing left with arms up one leg out"",""message_number"":1}],[{""role"":""describer"",""text"":""Standing up from kneeling Bible still in hand"",""message_number"":1}]]","[""A"",""E"",""F"",""F"",""A"",""K""]","[true,false,true,true,true,false]","[""A"",""J"",""F"",""F"",""A"",""L""]","[{""role"":""describer"",""text"":""baby looking up, bow in back of head"",""message_number"":1}]"
4997,TRUE,limited_feedback_random,MDLyuv29jevaGLSeT,F,48,4,36,3,F,1,"[[{""role"":""describer"",""text"":""This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be"",""message_number"":1}],[{""role"":""describer"",""text"":""flying facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right"",""message_number"":1}],[{""role"":""describer"",""text"":""This person is hard to describe They look like they are facing right and praying with their arms extended in front of them"",""message_number"":1},{""role"":""describer"",""text"":""And kneeling"",""message_number"":2}],[{""role"":""describer"",""text"":""half a square facing right"",""message_number"":1}]]","[""I"",""C"",""C"",""K"",""J""]","[false,true,true,true,true]","[""D"",""C"",""C"",""K"",""J""]","[{""role"":""describer"",""text"":""sitting facing left"",""message_number"":1}]"
4997,FALSE,limited_feedback_random,MDLyuv29jevaGLSeT,F,31,2,37,3,B,1,"[[{""role"":""describer"",""text"":""This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be"",""message_number"":1}],[{""role"":""describer"",""text"":""flying facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right"",""message_number"":1}],[{""role"":""describer"",""text"":""This person is hard to describe They look like they are facing right and praying with their arms extended in front of them"",""message_number"":1},{""role"":""describer"",""text"":""And kneeling"",""message_number"":2}],[{""role"":""describer"",""text"":""half a square facing right"",""message_number"":1}],[{""role"":""describer"",""text"":""sitting facing left"",""message_number"":1}]]","[""I"",""C"",""C"",""K"",""J"",""F""]","[false,true,true,true,true,true]","[""D"",""C"",""C"",""K"",""J"",""F""]","[{""role"":""describer"",""text"":""sitting with a triangle on chin"",""message_number"":1},{""role"":""describer"",""text"":""facing right"",""message_number"":2}]"
4997,FALSE,limited_feedback_random,zviCQXNM4xWoYTmoY,G,28,2,38,3,A,1,"[[{""role"":""describer"",""text"":""bending knees"",""message_number"":1}]]","[""L""]",[true],"[""L""]","[{""role"":""describer"",""text"":""lifting foot up in front, holding cloth"",""message_number"":1}]"
4997,FALSE,limited_feedback_random,BTbGhXZvjdSFubTBg,E,68,5,39,3,B,1,"[[{""role"":""describer"",""text"":""The person in a half kneeling position with the knees off the ground"",""message_number"":1},{""role"":""matcher"",""text"":""They look like they are holding something"",""message_number"":2}],[{""role"":""describer"",""text"":""kung fu guy"",""message_number"":1},{""role"":""matcher"",""text"":""The dancer one"",""message_number"":2},{""role"":""matcher"",""text"":""Dramatic yoga pose"",""message_number"":3}]]","[""L"",""G""]","[true,true]","[""L"",""G""]","[{""role"":""describer"",""text"":""puking a triangle"",""message_number"":1}]"
4997,TRUE,limited_feedback_random,Z2WAkYpWiXwuGcdME,E,70,5,40,3,E,1,"[[{""role"":""describer"",""text"":""looks like a rabbit lying down"",""message_number"":1},{""role"":""describer"",""text"":""facing right"",""message_number"":2},{""role"":""matcher"",""text"":""uhhh any hands"",""message_number"":3},{""role"":""describer"",""text"":""kind of triangular body"",""message_number"":4},{""role"":""describer"",""text"":""the two ears are triangles"",""message_number"":5},{""role"":""matcher"",""text"":""Is there a triangle on the leftmost side"",""message_number"":6},{""role"":""matcher"",""text"":""Looks like feet"",""message_number"":7},{""role"":""matcher"",""text"":""triangle*"",""message_number"":8},{""role"":""describer"",""text"":""not really but kind of on the right hand side"",""message_number"":9}],[{""role"":""describer"",""text"":""it kind of looks like someone with their arms in the air again but this time kneeling"",""message_number"":1},{""role"":""describer"",""text"":""and facing right I would say"",""message_number"":2}],[{""role"":""describer"",""text"":""karate"",""message_number"":1}],[{""role"":""describer"",""text"":""arm air stand"",""message_number"":1}]]","[""G"",""E"",""G"",""C""]","[false,false,false,true]","[""E"",""B"",""I"",""C""]","[{""role"":""describer"",""text"":""triangle bunny"",""message_number"":1}]"
4997,TRUE,limited_feedback_random,x8BXJBHh3RxchPoHv,B,13,1,41,3,B,0.5,"[[{""role"":""describer"",""text"":""almost like a swaddled baby"",""message_number"":1},{""role"":""describer"",""text"":""slight protrusion of a foot on the right"",""message_number"":2},{""role"":""matcher"",""text"":""facing right"",""message_number"":3},{""role"":""describer"",""text"":""no arms visible"",""message_number"":4},{""role"":""matcher"",""text"":""otherwise kneeling without arms or legs"",""message_number"":5}],[{""role"":""describer"",""text"":""it's like a man sitting on the ground"",""message_number"":1},{""role"":""describer"",""text"":""he is facing to the left of the screen"",""message_number"":2},{""role"":""matcher"",""text"":""are his knees up"",""message_number"":3}],[{""role"":""describer"",""text"":""dancer emoji"",""message_number"":1}],[{""role"":""describer"",""text"":""blocky body arm to the right"",""message_number"":1}]]","[""G"",""F"",""G"",""J""]","[false,true,true,true]","[""H"",""F"",""G"",""J""]","[{""role"":""describer"",""text"":""Kneeling down with arms spread wide"",""message_number"":1},{""role"":""describer"",""text"":""facing right"",""message_number"":2}]"
4997,FALSE,limited_feedback_random,MEJ8y7jRW4947MPrH,A,62,5,42,3,K,1,"[[{""role"":""describer"",""text"":""diamond head arms left knees bent"",""message_number"":1},{""role"":""describer"",""text"":""arms right sorry"",""message_number"":2},{""role"":""matcher"",""text"":""are his legs facing the ceiling or flat"",""message_number"":3},{""role"":""matcher"",""text"":""feet up or no"",""message_number"":4},{""role"":""matcher"",""text"":""it looks like they're doing a squat while holding a tray"",""message_number"":5},{""role"":""describer"",""text"":""knees bent to right under knees"",""message_number"":6},{""role"":""matcher"",""text"":""*tray"",""message_number"":7},{""role"":""describer"",""text"":""yes squat with the tray guy"",""message_number"":8},{""role"":""matcher"",""text"":""squat guy"",""message_number"":9},{""role"":""matcher"",""text"":""squat is a good one"",""message_number"":10},{""role"":""matcher"",""text"":""squat guy"",""message_number"":11}]]","[""L""]",[true],"[""L""]","[{""role"":""describer"",""text"":""kneeling server"",""message_number"":1},{""role"":""matcher"",""text"":""feet point up"",""message_number"":2},{""role"":""matcher"",""text"":""not server girll"",""message_number"":3},{""role"":""describer"",""text"":""NOT SQUAT GUY"",""message_number"":4},{""role"":""matcher"",""text"":""server girl"",""message_number"":5}]"
4997,TRUE,limited_feedback_random,MDLyuv29jevaGLSeT,L,57,4,43,3,L,1,"[[{""role"":""describer"",""text"":""This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be"",""message_number"":1}],[{""role"":""describer"",""text"":""flying facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right"",""message_number"":1}],[{""role"":""describer"",""text"":""This person is hard to describe They look like they are facing right and praying with their arms extended in front of them"",""message_number"":1},{""role"":""describer"",""text"":""And kneeling"",""message_number"":2}],[{""role"":""describer"",""text"":""half a square facing right"",""message_number"":1}],[{""role"":""describer"",""text"":""sitting facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""sitting with a triangle on chin"",""message_number"":1},{""role"":""describer"",""text"":""facing right"",""message_number"":2}]]","[""I"",""C"",""C"",""K"",""J"",""F"",""F""]","[false,true,true,true,true,true,false]","[""D"",""C"",""C"",""K"",""J"",""F"",""B""]","[{""role"":""describer"",""text"":""squatting facing right arms in front"",""message_number"":1}]"
4997,TRUE,limited_feedback_random,Z2WAkYpWiXwuGcdME,E,35,2,44,3,E,1,"[[{""role"":""describer"",""text"":""looks like a rabbit lying down"",""message_number"":1},{""role"":""describer"",""text"":""facing right"",""message_number"":2},{""role"":""matcher"",""text"":""uhhh any hands"",""message_number"":3},{""role"":""describer"",""text"":""kind of triangular body"",""message_number"":4},{""role"":""describer"",""text"":""the two ears are triangles"",""message_number"":5},{""role"":""matcher"",""text"":""Is there a triangle on the leftmost side"",""message_number"":6},{""role"":""matcher"",""text"":""Looks like feet"",""message_number"":7},{""role"":""matcher"",""text"":""triangle*"",""message_number"":8},{""role"":""describer"",""text"":""not really but kind of on the right hand side"",""message_number"":9}],[{""role"":""describer"",""text"":""it kind of looks like someone with their arms in the air again but this time kneeling"",""message_number"":1},{""role"":""describer"",""text"":""and facing right I would say"",""message_number"":2}],[{""role"":""describer"",""text"":""karate"",""message_number"":1}],[{""role"":""describer"",""text"":""arm air stand"",""message_number"":1}],[{""role"":""describer"",""text"":""triangle bunny"",""message_number"":1}]]","[""G"",""E"",""G"",""C"",""E""]","[false,false,false,true,true]","[""E"",""B"",""I"",""C"",""E""]","[{""role"":""describer"",""text"":""triangle bunny"",""message_number"":1}]"
4997,TRUE,limited_feedback_random,MEJ8y7jRW4947MPrH,G,41,3,45,3,G,1,"[[{""role"":""describer"",""text"":""diamond head arms left knees bent"",""message_number"":1},{""role"":""describer"",""text"":""arms right sorry"",""message_number"":2},{""role"":""matcher"",""text"":""are his legs facing the ceiling or flat"",""message_number"":3},{""role"":""matcher"",""text"":""feet up or no"",""message_number"":4},{""role"":""matcher"",""text"":""it looks like they're doing a squat while holding a tray"",""message_number"":5},{""role"":""describer"",""text"":""knees bent to right under knees"",""message_number"":6},{""role"":""matcher"",""text"":""*tray"",""message_number"":7},{""role"":""describer"",""text"":""yes squat with the tray guy"",""message_number"":8},{""role"":""matcher"",""text"":""squat guy"",""message_number"":9},{""role"":""matcher"",""text"":""squat is a good one"",""message_number"":10},{""role"":""matcher"",""text"":""squat guy"",""message_number"":11}],[{""role"":""describer"",""text"":""kneeling server"",""message_number"":1},{""role"":""matcher"",""text"":""feet point up"",""message_number"":2},{""role"":""matcher"",""text"":""not server girll"",""message_number"":3},{""role"":""describer"",""text"":""NOT SQUAT GUY"",""message_number"":4},{""role"":""matcher"",""text"":""server girl"",""message_number"":5}]]","[""L"",""A""]","[true,false]","[""L"",""K""]","[{""role"":""describer"",""text"":""legs dragging behind them"",""message_number"":1},{""role"":""describer"",""text"":""both arms to the right"",""message_number"":2},{""role"":""matcher"",""text"":""dancer girl"",""message_number"":3},{""role"":""matcher"",""text"":""dancer"",""message_number"":4},{""role"":""describer"",""text"":""dancer"",""message_number"":5},{""role"":""describer"",""text"":""head sticking backwards to the left"",""message_number"":6},{""role"":""matcher"",""text"":""head to left"",""message_number"":7}]"
4997,TRUE,limited_feedback_random,zviCQXNM4xWoYTmoY,J,20,1,46,3,J,0.8,"[[{""role"":""describer"",""text"":""bending knees"",""message_number"":1}],[{""role"":""describer"",""text"":""lifting foot up in front, holding cloth"",""message_number"":1}]]","[""L"",""G""]","[true,false]","[""L"",""A""]","[{""role"":""describer"",""text"":""candle one flat edge on left and top, diamond on top"",""message_number"":1}]"
4997,TRUE,limited_feedback_random,GWCD2NGoiA2n5Wh2i,C,19,1,47,3,C,1,"[[{""role"":""matcher"",""text"":""Bummed guy triangle behind"",""message_number"":1},{""role"":""describer"",""text"":""podium man, facing left this time"",""message_number"":2}],[{""role"":""matcher"",""text"":""let's call that one kneeling man right side"",""message_number"":1},{""role"":""describer"",""text"":""flying guy on this round"",""message_number"":2}]]","[""I"",""C""]","[false,true]","[""D"",""C""]","[{""role"":""describer"",""text"":""flying guyyyy"",""message_number"":1}]"
4997,TRUE,limited_feedback_random,MDLyuv29jevaGLSeT,K,54,4,48,4,K,1,"[[{""role"":""describer"",""text"":""This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be"",""message_number"":1}],[{""role"":""describer"",""text"":""flying facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right"",""message_number"":1}],[{""role"":""describer"",""text"":""This person is hard to describe They look like they are facing right and praying with their arms extended in front of them"",""message_number"":1},{""role"":""describer"",""text"":""And kneeling"",""message_number"":2}],[{""role"":""describer"",""text"":""half a square facing right"",""message_number"":1}],[{""role"":""describer"",""text"":""sitting facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""sitting with a triangle on chin"",""message_number"":1},{""role"":""describer"",""text"":""facing right"",""message_number"":2}],[{""role"":""describer"",""text"":""squatting facing right arms in front"",""message_number"":1}]]","[""I"",""C"",""C"",""K"",""J"",""F"",""F"",""L""]","[false,true,true,true,true,true,false,true]","[""D"",""C"",""C"",""K"",""J"",""F"",""B"",""L""]","[{""role"":""describer"",""text"":""kneeling facing right praying"",""message_number"":1}]"
4997,FALSE,limited_feedback_random,Z2WAkYpWiXwuGcdME,E,22,1,49,4,G,1,"[[{""role"":""describer"",""text"":""looks like a rabbit lying down"",""message_number"":1},{""role"":""describer"",""text"":""facing right"",""message_number"":2},{""role"":""matcher"",""text"":""uhhh any hands"",""message_number"":3},{""role"":""describer"",""text"":""kind of triangular body"",""message_number"":4},{""role"":""describer"",""text"":""the two ears are triangles"",""message_number"":5},{""role"":""matcher"",""text"":""Is there a triangle on the leftmost side"",""message_number"":6},{""role"":""matcher"",""text"":""Looks like feet"",""message_number"":7},{""role"":""matcher"",""text"":""triangle*"",""message_number"":8},{""role"":""describer"",""text"":""not really but kind of on the right hand side"",""message_number"":9}],[{""role"":""describer"",""text"":""it kind of looks like someone with their arms in the air again but this time kneeling"",""message_number"":1},{""role"":""describer"",""text"":""and facing right I would say"",""message_number"":2}],[{""role"":""describer"",""text"":""karate"",""message_number"":1}],[{""role"":""describer"",""text"":""arm air stand"",""message_number"":1}],[{""role"":""describer"",""text"":""triangle bunny"",""message_number"":1}],[{""role"":""describer"",""text"":""triangle bunny"",""message_number"":1}]]","[""G"",""E"",""G"",""C"",""E"",""E""]","[false,false,false,true,true,true]","[""E"",""B"",""I"",""C"",""E"",""E""]","[{""role"":""describer"",""text"":""rabbit with square ear"",""message_number"":1}]"
4997,FALSE,limited_feedback_random,MDLyuv29jevaGLSeT,I,43,3,50,4,L,1,"[[{""role"":""describer"",""text"":""This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be"",""message_number"":1}],[{""role"":""describer"",""text"":""flying facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right"",""message_number"":1}],[{""role"":""describer"",""text"":""This person is hard to describe They look like they are facing right and praying with their arms extended in front of them"",""message_number"":1},{""role"":""describer"",""text"":""And kneeling"",""message_number"":2}],[{""role"":""describer"",""text"":""half a square facing right"",""message_number"":1}],[{""role"":""describer"",""text"":""sitting facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""sitting with a triangle on chin"",""message_number"":1},{""role"":""describer"",""text"":""facing right"",""message_number"":2}],[{""role"":""describer"",""text"":""squatting facing right arms in front"",""message_number"":1}],[{""role"":""describer"",""text"":""kneeling facing right praying"",""message_number"":1}]]","[""I"",""C"",""C"",""K"",""J"",""F"",""F"",""L"",""K""]","[false,true,true,true,true,true,false,true,true]","[""D"",""C"",""C"",""K"",""J"",""F"",""B"",""L"",""K""]","[{""role"":""describer"",""text"":""Guy squatting with arms out to the left"",""message_number"":1},{""role"":""describer"",""text"":""Right"",""message_number"":2}]"
4997,FALSE,limited_feedback_random,LzNv7CD7gRuxpk7cQ,J,69,5,51,4,H,1,"[[{""role"":""describer"",""text"":""indian"",""message_number"":1}],[{""role"":""describer"",""text"":""man marching with flag over shoulder"",""message_number"":1}],[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}],[{""role"":""describer"",""text"":""indian"",""message_number"":1}],[{""role"":""describer"",""text"":""book reader facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""sitting knees up"",""message_number"":1}],[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}]]","[""E"",""A"",""I"",""E"",""L"",""F"",""I""]","[true,true,true,true,false,true,true]","[""E"",""A"",""I"",""E"",""D"",""F"",""I""]","[{""role"":""describer"",""text"":""grave stone"",""message_number"":1}]"
4997,TRUE,limited_feedback_random,MEJ8y7jRW4947MPrH,E,20,1,52,4,E,1,"[[{""role"":""describer"",""text"":""diamond head arms left knees bent"",""message_number"":1},{""role"":""describer"",""text"":""arms right sorry"",""message_number"":2},{""role"":""matcher"",""text"":""are his legs facing the ceiling or flat"",""message_number"":3},{""role"":""matcher"",""text"":""feet up or no"",""message_number"":4},{""role"":""matcher"",""text"":""it looks like they're doing a squat while holding a tray"",""message_number"":5},{""role"":""describer"",""text"":""knees bent to right under knees"",""message_number"":6},{""role"":""matcher"",""text"":""*tray"",""message_number"":7},{""role"":""describer"",""text"":""yes squat with the tray guy"",""message_number"":8},{""role"":""matcher"",""text"":""squat guy"",""message_number"":9},{""role"":""matcher"",""text"":""squat is a good one"",""message_number"":10},{""role"":""matcher"",""text"":""squat guy"",""message_number"":11}],[{""role"":""describer"",""text"":""kneeling server"",""message_number"":1},{""role"":""matcher"",""text"":""feet point up"",""message_number"":2},{""role"":""matcher"",""text"":""not server girll"",""message_number"":3},{""role"":""describer"",""text"":""NOT SQUAT GUY"",""message_number"":4},{""role"":""matcher"",""text"":""server girl"",""message_number"":5}],[{""role"":""describer"",""text"":""legs dragging behind them"",""message_number"":1},{""role"":""describer"",""text"":""both arms to the right"",""message_number"":2},{""role"":""matcher"",""text"":""dancer girl"",""message_number"":3},{""role"":""matcher"",""text"":""dancer"",""message_number"":4},{""role"":""describer"",""text"":""dancer"",""message_number"":5},{""role"":""describer"",""text"":""head sticking backwards to the left"",""message_number"":6},{""role"":""matcher"",""text"":""head to left"",""message_number"":7}]]","[""L"",""A"",""G""]","[true,false,true]","[""L"",""K"",""G""]","[{""role"":""describer"",""text"":""bunny ear guy"",""message_number"":1}]"
